Doc_GUID,Doc_title,Doc_titleCommon
DO-82059237,Bureau of industry and security announces changes to administrative enforcement program,Bureau of industry and security announces changes to administrative enforcement program
DO-82065660,Regulatory Reporting,Regulatory Reporting
DO-82067542,Organized and Serious Crimes Ordinance,Organized and Serious Crimes Ordinance
DO-82080263,"Section 24 and Section 56 of the Banking Regulation Act, 1949 – Maintenance of Statutory Liquidity Ratio (SLR)","Section 24 and Section 56 of the Banking Regulation Act, 1949 – Maintenance of Statutory Liquidity Ratio (SLR)"
DO-82086264,"The Control of Gold, Securities, Payments and Credits (Argentine Republic) (No. 2) Directions 1982","The Control of Gold, Securities, Payments and Credits (Argentine Republic) (No. 2) Directions 1982"
DO-82095286,Financial Institution Letters-Retained Asset Accounts and FDIC Deposit Insurance Coverage,Financial Institution Letters-Retained Asset Accounts and FDIC Deposit Insurance Coverage
DO-82099517,Elder Financial Abuse - Advisory and Recommendations for Financial Institutions on Preventing and Responding to Elder Financial Exploitation.pdf,Advisory for Preventing and Responding to Elder Financial Exploitation
DO-82099975,"Assurance on Capital, Leverage and Liquidity Returns","Assurance on Capital, Leverage and Liquidity Returns"
DO-82100140,EURONEXT NOTICE 1-02,EURONEXT NOTICE 1-02
DO-82104881,Autonomous Sanctions (Designated Persons and Entities and Declared Persons – Iran) Continuing Effect Declaration 2018,Autonomous Sanctions (Designated Persons and Entities and Declared Persons – Iran) Continuing Effect Declaration 2018
DO-82105121,Financial Institution Letters - Notice of Proposed Rulemaking: Definition of Insured Deposit,Financial Institution Letters - Notice of Proposed Rulemaking: Definition of Insured Deposit
DO-82106711,"Letter from mark j. horoschak to tim witsman, dated 05/22/91","Letter from mark j. horoschak to tim witsman, dated 05/22/91"
DO-82110862,Regulation (EU) 2019/1238 of the European Parliament and of the Council of 20 June 2019 on a pan-European Personal Pension Product (PEPP),Regulation (EU) 2019/1238 of the European Parliament and of the Council of 20 June 2019 on a pan-European Personal Pension Product (PEPP)
DO-82113812,S.I. No. 169/2022 - Central Bank Reform Act 2010 (Sections 20 and 22) (Amendment) Regulations 2022,S.I. No. 169/2022 - Central Bank Reform Act 2010 (Sections 20 and 22) (Amendment) Regulations 2022
DO-82116911,INSTRUCTIONS FOR THE USAGE OF THE EBA NPL TRANSACTION TEMPLATES,INSTRUCTIONS FOR THE USAGE OF THE EBA NPL TRANSACTION TEMPLATES
DO-82117588,Agency Information Collection Requirements; Proposed Information Collection; Submission for OMB Review; Community Reinvestment Act Qualifying Activities Confirmation Request Form,Agency Information Collection Requirements; Proposed Information Collection; Submission for OMB Review; Community Reinvestment Act Qualifying Activities Confirmation Request Form
DO-82127030,Guidelines on Certain Aspects of the MiFID Compliance Function Requirements,Guidelines on Certain Aspects of the MiFID Compliance Function Requirements
DO-82142507,Linking of PAN with Aadhaar,Linking of PAN with Aadhaar
DO-82143500,"Sub.: Notification of Securities and Exchange Board of India (Issue of Capital and Disclosure Requirements) Regulations, 2009","Sub.: Notification of Securities and Exchange Board of India (Issue of Capital and Disclosure Requirements) Regulations, 2009"
DO-82151581,Community Bank Webinar: Current Expected Credit Losses Methodology Q&A Webinar for Community Bankers,Community Bank Webinar: Current Expected Credit Losses Methodology Q&A Webinar for Community Bankers
DO-82151886,Sound Practices for Investment Risk Education Final Report,Sound Practices for Investment Risk Education Final Report
DO-82156353,Law (2002:444) on penalties for financing particularly serious crime in certain cases — SFS number: 2002:444,Law (2002:444) on penalties for financing particularly serious crime in certain cases — SFS number: 2002:444
DO-82165637,[Statutory Instrument 277 of 2007] - Transparency (Directive 2004/109/EC) Regulation 2007,Transparency (Directive 2004/109/EC) Regulation 2007
DO-82170165,Official Listing of Securities (Change of Competent Authority) Regulations 2000,Official Listing of Securities (Change of Competent Authority) Regulations 2000
DO-82175652,The Russia (Sanctions) (EU Exit) (Amendment) (No. 14) - Impact Assessment,The Russia (Sanctions) (EU Exit) (Amendment) (No. 14) - Impact Assessment
DO-82176917,US Code TITLE 49—TRANSPORTATION,US Code TITLE 49—TRANSPORTATION
DO-82184028,Banking Act 2009,Banking Act 2009
DO-82184834,Truth in Lending (Regulation Z),Truth in Lending (Regulation Z)
DO-82186570,Orderly Liquidation Authority.pdf,12 CFR Part 380
DO-82189468,NASD/NYSE Joint Memo on Chinese Wall Policies and Procedures,NASD/NYSE Joint Memo on Chinese Wall Policies and Procedures
DO-82191582,Commodity Futures Trading Commission,Commodity Futures Trading Commission
DO-82195008,Disclosure of Charges (Banks) Regulations SOR/92-324,Disclosure of Charges (Banks) Regulations SOR/92-324
DO-82195763,Processing instructions for data collection to the additional observation metrics (test reporting),Processing instructions for data collection to the additional observation metrics (test reporting)
DO-82198384,Directives on ‘key investor information’ for securities funds and other traditional investment funds in the form of public funds - 20 January 2012,Directives on ‘key investor information’ for securities funds and other traditional investment funds in the form of public funds - 20 January 2012
DO-82201274,Servicing Guide,Servicing Guide
DO-82208803,"IIROC Consolidated Enforcement, Examination and Approval Rules (Consolidated Rules)","IIROC Consolidated Enforcement, Examination and Approval Rules (Consolidated Rules)"
DO-82220156,Revised Position Limits for Currency Derivatives Contracts,Revised Position Limits for Currency Derivatives Contracts
DO-82233431,Policy Statement on Allowance for Loan and Lease Losses Methodologies and Documentation for Banks and Savings Institutions,Policy Statement on Allowance for Loan and Lease Losses Methodologies and Documentation for Banks and Savings Institutions
DO-82238387,Type of accounts accessible through common and secure communication,
DO-82244698,Cyber Essentials,Cyber Essentials
DO-82258341,Master Direction on Currency Distribution&Exchange Scheme (CDES) based on performance in rendering customer service to the members of public,Master Direction on Currency Distribution&Exchange Scheme (CDES) based on performance in rendering customer service to the members of public
DO-82262011,"S.i. no. 635/2002 - asset covered securities act, 2001(section 62 (1), 62 (2), 62(3)) [overcollateralisation] regulations, 2002","S.i. no. 635/2002 - asset covered securities act, 2001(section 62 (1), 62 (2), 62(3)) [overcollateralisation] regulations, 2002"
DO-82265492,Executive order on the Guarantee Scheme of the ECF for loans to small and medium-sized enterprises,Executive order on the Guarantee Scheme of the ECF for loans to small and medium-sized enterprises
DO-82268794,CP19/14 Proposed changes to responsible lending rules and guidance,CP19/14 Proposed changes to responsible lending rules and guidance
DO-82269078,Other Assets (and Other Liabilities),Other Assets (and Other Liabilities)
DO-82278311,"Orders, Orders, Circulars","Orders, Orders, Circulars"
DO-82278618,Risk Management and Inter-bank Dealings: Operational flexibility for Indian subsidiaries of Non-resident Companies,Risk Management and Inter-bank Dealings: Operational flexibility for Indian subsidiaries of Non-resident Companies
DO-82282914,Export Controls on Semiconductor Manufacturing.pdf,Export Controls on Semiconductor Manufacturing Items
DO-82287754,PRA Rulebook - CRR Firms - Own Funds and Eligible Liabilities (CRR),PRA Rulebook - CRR Firms - Own Funds and Eligible Liabilities (CRR)
DO-82288081,"Exchange Earner's Foreign Currency (EEFC) Account, Diamond Dollar Account (DDA)&Resident Foreign Currency (RFC) Account - Review of Guidelines","Exchange Earner's Foreign Currency (EEFC) Account, Diamond Dollar Account (DDA)&Resident Foreign Currency (RFC) Account - Review of Guidelines"
DO-82290526,CURRENEX MTF RULEBOOK,CURRENEX MTF RULEBOOK
DO-82294531,[2015/2015] COMMISSION IMPLEMENTING REGULATION (EU) 2015/2015 of 11 November 2015 laying down implementing technical standards on the procedures for assessing external credit assessments in accordance with Directive 2009/138/EC of the European Parliament and of the Council,Regulation (EU) 2015/2015 - Assessing external credit assessments
DO-82297102,Eligibility of rural electric association cooperative to hold funds in now account,Eligibility of rural electric association cooperative to hold funds in now account
DO-82297488,What is a suspicious transaction report? (2),What is a suspicious transaction report? (2)
DO-82300733,Nasdaq PHLX LLC Rules,Nasdaq PHLX LLC Rules
DO-82302164,"Law on the status and control of payment institutions and electronic money institutions, access to the activity of payment service provider, and the activity of issuing electronic money, and access to payment systems","Law on the status and control of payment institutions and electronic money institutions, access to the activity of payment service provider, and the activity of issuing electronic money, and access to payment systems"
DO-82304632,A General,A General
DO-82319120,FCA Handbook - Recognised Investment Exchanges (REC),REC
DO-82320760,Working Document setting up a table with the elements and principles to be found in Binding Corporate Rules,Working Document setting up a table with the elements and principles to be found in Binding Corporate Rules
DO-82325763,CDSL circular on CONSOLIDATED ACCOUNT STATEMENT (CAS) LIST OF BOUNCED EMAIL BOIDS – MARCH 2020,CDSL circular on CONSOLIDATED ACCOUNT STATEMENT (CAS) LIST OF BOUNCED EMAIL BOIDS – MARCH 2020
DO-82333524,DoD Freedom Of Information Act (FOIA) Program,DoD Freedom Of Information Act (FOIA) Program
DO-82337675,"Circular Letter 20/6 of the Office of the Commissioner of Insurance on FATF statements concerning: (1) high-risk jurisdictions for which enhanced vigilance measures are required and, where appropriate, countermeasures (2) jurisdictions subject to the FATF enhanced surveillance process",
DO-82341675,Annex I - Instruction No. 2022-I-18 relating to information on the system for preventing money laundering and the financing of terrorist activities,Annex I - Instruction No. 2022-I-18 relating to information on the system for preventing money laundering and the financing of terrorist activities
DO-82363527,"SEBI circular on automation of disclosure requirements under SEBI (Substantial Acquisition of Shares and Takeovers) Regulations, 2011-System Driven Disclosures - Ease of doing business","SEBI circular on automation of disclosure requirements under SEBI (Substantial Acquisition of Shares and Takeovers) Regulations, 2011-System Driven Disclosures - Ease of doing business"
DO-82366690,Guidelines on the supervision of branches of thirdcountry insurance undertakings,
DO-82367191,The Guarantee Payments (Exemption) (No. 18) Order 1978,The Guarantee Payments (Exemption) (No. 18) Order 1978
DO-82396884,Request-to-Pay Specifications for a standardisation framework,Request-to-Pay Specifications for a standardisation framework
DO-82409612,Directive 5: Alternative Trading,Directive 5: Alternative Trading
DO-82409649,"FFIEC Focuses on Cybersecurity, Will Debut Self-Assessment Tool","FFIEC Focuses on Cybersecurity, Will Debut Self-Assessment Tool"
DO-82419836,"In terms of Para 3 of Notification No.RMD/SS/09/13 dated 28th August'09, yield spreads and spreads in terms of Rupees&paise are being used to factor in impact of illiquidity for the purpose of valuation","In terms of Para 3 of Notification No.RMD/SS/09/13 dated 28th August'09, yield spreads and spreads in terms of Rupees&paise are being used to factor in impact of illiquidity for the purpose of valuation"
DO-82419983,"Section 23 of Banking Regulation Act, 1949 - Master Circular on Branch Authorisation DBOD.No. BL.BC. 20","Section 23 of Banking Regulation Act, 1949 - Master Circular on Branch Authorisation DBOD.No. BL.BC. 20"
DO-82425905,Central Bank (Supervision and Enforcement) Act 2013 (Section 48) (Housing Loan Requirements) (Amendment) Regulations 2017,Central Bank (Supervision and Enforcement) Act 2013 (Section 48) (Housing Loan Requirements) (Amendment) Regulations 2017
DO-82443882,"Financial Action Task Force (FATF) Public Statements dated February 21, 2020","Financial Action Task Force (FATF) Public Statements dated February 21, 2020"
DO-82444336,XII. Performance Evaluation — Large Bank Single-Rated Area,XII. Performance Evaluation — Large Bank Single-Rated Area
DO-82445232,Publishing Investor Charter and Disclosureof Complaints by Merchant Bankers on their Websites–Debt Market,Publishing Investor Charter and Disclosureof Complaints by Merchant Bankers on their Websites–Debt Market
DO-82454021,S.I. No. 361 of 2020 EUROPEAN UNION (RESTRICTIVE MEASURES AGAINST CYBER- ATTACKS THREATENING THE UNION OR ITS MEMBER STATES) REGULATIONS 2020,S.I. No. 361 of 2020 EUROPEAN UNION (RESTRICTIVE MEASURES AGAINST CYBER- ATTACKS THREATENING THE UNION OR ITS MEMBER STATES) REGULATIONS 2020
DO-82456039,"Amendments to the Rules, Regulations and Procedures of Hong Kong Futures  Exchange Limited (“HKFE Rules”)","Amendments to the Rules, Regulations and Procedures of Hong Kong Futures  Exchange Limited (“HKFE Rules”)"
DO-82458952,XI. Community Reinvestment Act - Guidance for Full and Limited Scope Community Reinvestment Act Assessment Areas,XI. Community Reinvestment Act - Guidance for Full and Limited Scope Community Reinvestment Act Assessment Areas
DO-82468384,Minimum Capital Test,Minimum Capital Test
DO-82470544,Decision No. 31 of 29/09/2015/CM/UMOA relating to the clearing and settlement of electronic banking transactions carried out in...,Decision No. 31 of 29/09/2015/CM/UMOA relating to the clearing and settlement of electronic banking transactions carried out in...
DO-82486978,Circular CSSF 20/761 on liquidity risks arising from margin calls,Circular CSSF 20/761 on liquidity risks arising from margin calls
DO-82488877,S.I. No. 226/2023 - European Union (Bank Recovery and Resolution) Resolution Fund Levy Regulations 2023,S.I. No. 226/2023 - European Union (Bank Recovery and Resolution) Resolution Fund Levy Regulations 2023
DO-82498366,"The Control of Gold, Securities, Payments and Credits (Argentine Republic) Directions 1982","The Control of Gold, Securities, Payments and Credits (Argentine Republic) Directions 1982"
DO-82501797,Division of Market Oversight Guidance on Calculating Projected Operating Costs By Designated Contract Markets and Swap Execution Facilities,Division of Market Oversight Guidance on Calculating Projected Operating Costs By Designated Contract Markets and Swap Execution Facilities
DO-82506696,Shareholder Proposals,Shareholder Proposals
DO-82508468,Passaic County Medical Society re: Concerning a professional society’s peer review of physicians' fees that is mandatory and binding on the physician,Passaic County Medical Society re: Concerning a professional society’s peer review of physicians' fees that is mandatory and binding on the physician
DO-82510907,Commission Delegated Regulation (EU) 2017/180 of 24 October 2016 supplementing Directive 2013/36/EU of the European Parliament and of the Council with regard to regulatory technical standards for benchmarking portfolio assessment standards and assessment-sharing procedures (Text with EEA relevance),Commission Delegated Regulation (EU) 2017/180 of 24 October 2016 supplementing Directive 2013/36/EU of the European Parliament and of the Council with regard to regulatory technical standards for benchmarking portfolio assessment standards and assessment-sharing procedures (Text with EEA relevance)
DO-82516583,The Small and Medium Sized Business (Credit Information) Regulations 2015,The Small and Medium Sized Business (Credit Information) Regulations 2015
DO-82518659,TSVCM Consultation Response,TSVCM Consultation Response
DO-82528290,"SEBI Circular on Amendments to Prevention of Money-laundering (Maintenance of Records) Rules, 2005.","SEBI Circular on Amendments to Prevention of Money-laundering (Maintenance of Records) Rules, 2005."
DO-82534956,"LEGISLATIVE DECREE 30 June 2003, n.196 containing the “Personal data protection code”","LEGISLATIVE DECREE 30 June 2003, n.196 containing the “Personal data protection code”"
DO-82546985,Act of 26 June 1953 concerning the designation of persons and property in acts to be transcribed or registered in the Mortgage Office.,Act of 26 June 1953 concerning the designation of persons and property in acts to be transcribed or registered in the Mortgage Office.
DO-82548025,"Forward contracts (regulation) rules, 1954","Forward contracts (regulation) rules, 1954"
DO-82549354,Retail Nondeposit Investment Products: Revised Comptroller's Handbook Booklet and Rescissions,
DO-82549703,"Code of Practice for the Purposes of Providing Guidance in Respect of the Provisions of Rules 20(4)(b), 29(2), 31, 41 and 59 of the Banking (Exposure Limits) Rules (Chapter 155S)","Code of Practice for the Purposes of Providing Guidance in Respect of the Provisions of Rules 20(4)(b), 29(2), 31, 41 and 59 of the Banking (Exposure Limits) Rules (Chapter 155S)"
DO-82551973,"Circular n 139 02/11/1991 Bank of Italy ""Central Risk Centre ""Instructions for credit intermediaries""",Central Risk Centre
DO-82553244,Complex Products and Options : FINRA Reminds Members of Their Sales Practice Obligations for Complex Products and Options and Solicits Comment on Effective Practices and Rule Enhancements,Complex Products and Options : FINRA Reminds Members of Their Sales Practice Obligations for Complex Products and Options and Solicits Comment on Effective Practices and Rule Enhancements
DO-82564527,Frequently asked questions lodgment of financial returns under the securities and futures (financial and margin requirements) regulations,Frequently asked questions lodgment of financial returns under the securities and futures (financial and margin requirements) regulations
DO-82565671,Benchmark Regulation,Benchmark Regulation
DO-82566820,Financial institution letters - electronic signatures in global and national commerce act,Financial institution letters - electronic signatures in global and national commerce act
DO-82568496,Clearing requirement determination under section 2(h) of the commodity exchange act for interest rate swaps,Clearing requirement determination under section 2(h) of the commodity exchange act for interest rate swaps
DO-82570141,Circular 6/2021 of 22 December of the Banco de España amending Circular 4/2017 of 27 November to credit institutions on rules of public and reserved financial information and models of financial statements and Circular 4/2019 of 26 November to credit financial institutions on rules public and reserved financial information and models of financial statements.,
DO-82572128,"""MODEL REGULATION FOR COMPLAINT RECORDS TO BE MAINTAINED PURSUANT TO THE NAIC UNFAIR TRADE PRACTICES ACT""","""MODEL REGULATION FOR COMPLAINT RECORDS TO BE MAINTAINED PURSUANT TO THE NAIC UNFAIR TRADE PRACTICES ACT"""
DO-82572831,Judgment XI ZR 119/19,Judgment XI ZR 119/19
DO-82573069,SECTION FFFFF1 – CONTRACT RULES: ICE FUTURES SHORT TERM INTEREST RATE AND GOVERNMENT BOND OPTIONS CONTRACTS,SECTION FFFFF1 – CONTRACT RULES: ICE FUTURES SHORT TERM INTEREST RATE AND GOVERNMENT BOND OPTIONS CONTRACTS
DO-82576782,Ucits and aifs european central bank reporting requirements for money market funds,Ucits and aifs european central bank reporting requirements for money market funds
DO-82581858,Instruction no. 2012-i-01 dated 11 april 2012 on the procedure for requesting an opinion on the designation of specific controllers as amended by instructions no. 2014-i-14 dated 29 september 2014 and no. 2016-i-08 dated 1 11 march 2016,Instruction no. 2012-i-01 dated 11 april 2012 on the procedure for requesting an opinion on the designation of specific controllers as amended by instructions no. 2014-i-14 dated 29 september 2014 and no. 2016-i-08 dated 1 11 march 2016
DO-82582874,Reporting Platform for OTC Foreign Exchange and Interest Rate Derivatives,Reporting Platform for OTC Foreign Exchange and Interest Rate Derivatives
DO-82583161,FCM and RFED filing requirements for Juneteenth,FCM and RFED filing requirements for Juneteenth
DO-82583232,"Guidelines on the model MoU concerning consultation, cooperation and the exchange of information related to the supervision of AIFMD entities","Guidelines on the model MoU concerning consultation, cooperation and the exchange of information related to the supervision of AIFMD entities"
DO-82587705,Book II General Rules for the Euronext Amsterdam Securities Market,Book II General Rules for the Euronext Amsterdam Securities Market
DO-82588142,The Financial Services and Markets Act 2000 (Miscellaneous Provisions) (No. 2) Order 2015,The Financial Services and Markets Act 2000 (Miscellaneous Provisions) (No. 2) Order 2015
DO-82594347,PROSPECTUS HANDBOOK A guide to prospectus approval in Ireland,PROSPECTUS HANDBOOK A guide to prospectus approval in Ireland
DO-82600117,PS21/16: Issuing statutory notices - a new approach to decision makers,PS21/16: Issuing statutory notices - a new approach to decision makers
DO-82624909,Guide to writing letters to holders of approved mutual funds,Guide to writing letters to holders of approved mutual funds
DO-82627225,Rhode Island Professional Standards Review Organization re: Concerning peer review of a private employers' health benefits programs,Rhode Island Professional Standards Review Organization re: Concerning peer review of a private employers' health benefits programs
DO-82634607,"Manual of prudential reporting, electronic money and payment institutions","Manual of prudential reporting, electronic money and payment institutions"
DO-82640940,Guidelines on Risk Management Practices – Market Risk,Guidelines on Risk Management Practices – Market Risk
DO-82645296,"Securities Contracts (Regulation) Rules, 1957","Securities Contracts (Regulation) Rules, 1957"
DO-82649884,Guidelines 2/2019 on the processing of personal data under Article 6(1)(b) GDPR in the context of the provision of online services to data subjects - version adopted after public consultation,Guidelines 2/2019 on the processing of personal data under Article 6(1)(b) GDPR in the context of the provision of online services to data subjects - version adopted after public consultation
DO-82652831,"Directions under Section 35 A read with section 56 of the Banking Regulation Act, 1949- Kerala Mercantile Co- operative Bank Ltd., Kozhikode, Kerala- Withdrawal of directions","Directions under Section 35 A read with section 56 of the Banking Regulation Act, 1949- Kerala Mercantile Co- operative Bank Ltd., Kozhikode, Kerala- Withdrawal of directions"
DO-82657741,Master Direction on Outsourcing of Information Technology Services,Master Direction on Outsourcing of Information Technology Services
DO-82658247,SEC Staff Statement on LIBOR Transition—Key Considerations for Market Participants,SEC Staff Statement on LIBOR Transition—Key Considerations for Market Participants
DO-82664306,Form 16 - Notification to Change Particulars for a Representative,Form 16 - Notification to Change Particulars for a Representative
DO-82666542,UK Finance response to the online-harms white paper,UK Finance response to the online-harms white paper
DO-82676237,Circulars,Circulars
DO-82683348,AIF Rulebook,AIF Rulebook
DO-82687147,Capital treatment for credit derivatives,Capital treatment for credit derivatives
DO-82687602,Advisory to FDIC-Insured Institutions Regarding FDIC Deposit Insurance and Dealings with Crypto Companies,Advisory to FDIC-Insured Institutions Regarding FDIC Deposit Insurance and Dealings with Crypto Companies
DO-82707741,Investment Limits (Canadian Societies) Regulations SOR/2001-394,Investment Limits (Canadian Societies) Regulations SOR/2001-394
DO-82719145,Information technology activities (authorized foreign banks) regulations sor/2003-60,Information technology activities (authorized foreign banks) regulations sor/2003-60
DO-82721695,Record keeping requirements for departments and agents of the Crown that sell or redeem money orders,Record keeping requirements for departments and agents of the Crown that sell or redeem money orders
DO-82722855,Deposit insurance coverage of participation interests in brokered certificates of deposit,Deposit insurance coverage of participation interests in brokered certificates of deposit
DO-82726733,Suspension of demat accounts in case of non-compliance with PAN Linking with Aadhaar,Suspension of demat accounts in case of non-compliance with PAN Linking with Aadhaar
DO-82727054,"Letter from markus h. meier, assistant director, health care division, bureau of competition, to dionne c. lomax, vinson&elkins llp, concerning methodist hospital system’s proposal to sell certain critical shortage drugs, dated november 30","Letter from markus h. meier, assistant director, health care division, bureau of competition, to dionne c. lomax, vinson&elkins llp, concerning methodist hospital system’s proposal to sell certain critical shortage drugs, dated november 30"
DO-82735330,Advisory opinion to mccorkell (06-03-99),Advisory opinion to mccorkell (06-03-99)
DO-82735407,Instruction No. 005/GR/2019 on the conditions and procedures for opening and operating the foreign currency accounts of residents and non-residents,
DO-82736411,Re: Entry into force of Regulation (EU) No 260/2012 of the European Parliament and of the Council of 14 March 2012 establishing technical and business requirements for credit transfers and direct debits in euro and amending Regulation (EC) No 924/2009,Re: Entry into force of Regulation (EU) No 260/2012 of the European Parliament and of the Council of 14 March 2012 establishing technical and business requirements for credit transfers and direct debits in euro and amending Regulation (EC) No 924/2009
DO-82739364,Regulation (2004:332) on the issue of covered bonds,Regulation (2004:332) on the issue of covered bonds
DO-82749243,"Reserve Bank of India imposes monetary penalty on Bank of India [Penalty ₹5 crore for violation of IRAC norms, NOC requirement on opening of current account and Fraud classification]_ dated May 28, 2020","Reserve Bank of India imposes monetary penalty on Bank of India [Penalty ₹5 crore for violation of IRAC norms, NOC requirement on opening of current account and Fraud classification]_ dated May 28, 2020"
DO-82750899,"FINANCIAL INDUSTRY REGULATORY AUTHORITY LETTER OF ACCEPTANCE, WAIVER, AND CONSENT NO. 2019063821607","FINANCIAL INDUSTRY REGULATORY AUTHORITY LETTER OF ACCEPTANCE, WAIVER, AND CONSENT NO. 2019063821607"
DO-82751944,"Circular CSSF 16/647 Update of Circular CSSF 12/552 on central administration, internal governance and risk management following the adoption of the European Banking Authority (EBA/EBA) guidelines on limits for exposures to entities of the shadow banking system that carry out banking activities outside a regulated framework under Article 395(2) of Regulation (EU) No 575/2013 (EBA/GL/2015/20)","Circular CSSF 16/647 Update of Circular CSSF 12/552 on central administration, internal governance and risk management following the adoption of the European Banking Authority (EBA/EBA) guidelines on limits for exposures to entities of the shadow banking system that carry out banking activities outside a regulated framework under Article 395(2) of Regulation (EU) No 575/2013 (EBA/GL/2015/20)"
DO-82759784,"Guidelines on cooperation and information  exchange between prudential  supervisors, AML/CFT supervisors and  financial intelligence units under  Directive 2013/36/EU","Guidelines on cooperation and information  exchange between prudential  supervisors, AML/CFT supervisors and  financial intelligence units under  Directive 2013/36/EU"
DO-82764015,PRA Rulebook - CRR Firms - Benchmarking of internal approaches,PRA Rulebook - Benchmarking of Internal Approaches
DO-82767438,REGULATIONS,REGULATIONS
DO-82781407,Consultation paper on the implementation of draft eba guidelines on the security of internet payments prior to the transposition of the revised payment services directive (psd2),Consultation paper on the implementation of draft eba guidelines on the security of internet payments prior to the transposition of the revised payment services directive (psd2)
DO-82784273,"Nasdaq Futures, Inc. Rulebook - Reference Guides & Alerts - Futures Trader Alerts #2018-13","Nasdaq Futures, Inc. Rulebook - Reference Guides & Alerts - Futures Trader Alerts #2018-13"
DO-82788204,Notice to Licensed Credit Bureaus and Approved Members,Notice to Licensed Credit Bureaus and Approved Members
DO-82790481,Financial Sector (Collection of Data) (reporting standard) determination No. 27 of 2021  Reporting Standard ARS 720.2 ABS/RBA Deposits,Financial Sector (Collection of Data) (reporting standard) determination No. 27 of 2021  Reporting Standard ARS 720.2 ABS/RBA Deposits
DO-82791120,Glossary,Glossary
DO-82798553,Financial Sector (Collection of Data) (reporting standard) determination No. 21 of 2013 Reporting Standard GRS 400.0 Statement of Risk by Country,Financial Sector (Collection of Data) (reporting standard) determination No. 21 of 2013 Reporting Standard GRS 400.0 Statement of Risk by Country
DO-82801094,Valuation Manual,Valuation Manual
DO-82811355,Regulatory fees and levies:  policy proposals for 2023/24,Regulatory fees and levies:  policy proposals for 2023/24
DO-82815246,"FATF Public Statements dated February 21, 2020 on High risk Jurisdictions and Jurisdictions under Increased Monitoring (2)","FATF Public Statements dated February 21, 2020 on High risk Jurisdictions and Jurisdictions under Increased Monitoring (2)"
DO-82817663,Federal financial institutions examination council?development and acquisition,Federal financial institutions examination council?development and acquisition
DO-82818771,SECURITIES AND FUTURES (APPOINTMENT OF OFFICERS TO EXERCISE POWER TO GRANT EXEMPTION) NOTIFICATION 2010,SECURITIES AND FUTURES (APPOINTMENT OF OFFICERS TO EXERCISE POWER TO GRANT EXEMPTION) NOTIFICATION 2010
DO-82820411,Financial Sector (Collection of Data) (reporting standard) determination No. 10 of 2020  Reporting Standard ARS 920.2 Australian Government Small and Medium Enterprise (SME) Guarantee Scheme Phase 2,
DO-82822153,FATF public statements after March 2022,FATF public statements after March 2022
DO-82829303,BANK STANDARDS INSTRUMENT: THE TECHNICAL STANDARDS (CLEARING OBLIGATION) INSTRUMENT 2021,BANK STANDARDS INSTRUMENT: THE TECHNICAL STANDARDS (CLEARING OBLIGATION) INSTRUMENT 2021
DO-82831261,Regulation cobac r-2010/02 on the risk division of credit institutions,Regulation cobac r-2010/02 on the risk division of credit institutions
DO-82836111,COMMISSION DELEGATED REGULATION (EU) 2019/1866 of 3 July 2019 amending Delegated Regulation (EU) 2017/653 to align the transitional arrangement for PRIIP manufacturers offering units of funds referred to in Article 32 of Regulation (EU) No 1286/2014 of the European Parliament and of the Council as underlying investment options with the prolonged exemption period under that Article,Regulation (EU) 2019/1866 - Packaged retail and insurance-based investment products (PRIIP) manufacturers offering units of funds referred to in Article 32 of Regulation (EU) No 1286/2014
DO-82836522,COVID-19- Operational and Business Continuity Measures,COVID-19- Operational and Business Continuity Measures
DO-82844298,Notice 126 Enterprise Risk Management (“ERM”) for Insurers,Notice 126 Enterprise Risk Management (“ERM”) for Insurers
DO-82863424,Introduction of the jkm lng (platts) balmo and average price option contracts,Introduction of the jkm lng (platts) balmo and average price option contracts
DO-82863876,The Equitable Life Assurance Society re: Concerning the proposal of an insurer to enter into contracts with hospitals for DRG-based payment,The Equitable Life Assurance Society re: Concerning the proposal of an insurer to enter into contracts with hospitals for DRG-based payment
DO-82864620,Proposed Regulatory Measures for Digital Payment Token Services,Proposed Regulatory Measures for Digital Payment Token Services
DO-82872497,"Depository Receipts Scheme, 2014","Depository Receipts Scheme, 2014"
DO-82873869,Guidelines for Auditing and Logging,Guidelines for Auditing and Logging
DO-82884054,Guidance on the adequacy of own funds and the solvency requirements of credit institutions,Guidance on the adequacy of own funds and the solvency requirements of credit institutions
DO-82893198,Targeted consultation on improving the EU’s macroprudential framework for the banking sector,Targeted consultation on improving the EU’s macroprudential framework for the banking sector
DO-82895912,Executive order on the valuation of mortgages and real estate as collateral for the issue of covered bonds,Executive order on the valuation of mortgages and real estate as collateral for the issue of covered bonds
DO-82909289,Consumer Credit Act 1974,Consumer Credit Act 1974
DO-82914364,"Consolidated text: Directive 2011/83/EU of the European Parliament and of the Council of 25 October 2011 on consumer rights, amending Council Directive 93/13/EEC and Directive 1999/44/EC of the European Parliament and of the Council and repealing Council Directive 85/577/EEC and Directive 97/7/EC of the European Parliament and of the Council (Text with EEA relevance)","Consolidated text: Directive 2011/83/EU of the European Parliament and of the Council of 25 October 2011 on consumer rights, amending Council Directive 93/13/EEC and Directive 1999/44/EC of the European Parliament and of the Council and repealing Council Directive 85/577/EEC and Directive 97/7/EC of the European Parliament and of the Council (Text with EEA relevance)"
